" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0030086","nm0509327","You and I","Du und ich","1938",NULL
"tt0030108","nm0547446","Everybody Sing","Everybody Sing","1938","Comedy,Musical,Romance"
"tt0030116","nm0418600","El fakir Rodríguez","El fakir Rodríguez","1938","Comedy,Short"
"tt0030192","nm0002031","Gold Is Where You Find It","Gold Is Where You Find It","1938","Drama,History,Romance"
"tt0030201","nm0588183","The Great Heart","The Great Heart","1938","Biography,Short"
"tt0030242","nm0000036","Hollywood Handicap","Hollywood Handicap","1938","Comedy,Music,Short"
"tt0030255","nm0762616","I Demand Payment","I Demand Payment","1938","Drama,Romance"
"tt0030292","nm0238810","The Devil Is an Empress","Le joueur d'échecs","1938","Drama"
"tt0030329","nm0627864","Knight of the Plains","Knight of the Plains","1938","Western"
"tt0030353","nm0484645","Law of the Underworld","Law of the Underworld","1938","Crime,Drama"
"tt0030407","nm0338017,nm0866299","Mamele","Mamele","1938","Comedy,Musical"
"tt0030470","nm0864006","Mr. Moto's Gamble","Mr. Moto's Gamble","1938","Crime,Drama,Mystery"
"tt0030475","nm0662032","Murder in the Family","Murder in the Family","1938","Crime,Drama"
"tt0030476","nm0746740","Music Made Simple","Music Made Simple","1938","Comedy,Short"
"tt0030502","nm0127511","Night Spot","Night Spot","1938","Comedy,Crime,Music"
"tt0030511","nm0782804","Boy, the Noszty","A Noszty fiú esete Tóth Marival","1938","Drama,Romance"
"tt0030594","nm0699877,nm0231151","Mother and Sons","Pobeda","1938","Drama"
"tt0030617","nm0528690","The Power of Life","The Power of Life","1938","Drama"
"tt0030621","nm0782947","Pride of the West","Pride of the West","1938","Western"
"tt0030627","nm0190516","Prison Nurse","Prison Nurse","1938","Drama,Film-Noir"
"tt0030801","nm0003593","The Story of Doctor Carver","The Story of Doctor Carver","1938","Biography,Drama,Short"
"tt0030899","nm0621540","Tsuruhachi Tsurujirô","Tsuruhachi Tsurujirô","1938","Drama"
"tt0134109","nm0625726","South of Arizona","South of Arizona","1938","Action,Adventure,Music"
"tt0125437","nm0491504","Nordhavets mænd","Nordhavets mænd","1939","Drama"
"tt0144126","nm0592238,nm0480190","Café de Paris","Café de Paris","1938","Crime,Mystery,Thriller"
"tt0141313","nm0257288","In the Name of the People","Im Namen des Volkes","1939",NULL
"tt0139504","nm0584778","The Notorious Elinor Lee","The Notorious Elinor Lee","1940","Drama"
"tt0144765","nm0153713","Ankles Away","Ankles Away","1938","Comedy,Short"
"tt0151242","nm0162272","Konecne sami","Konecne sami","1940","Comedy"
"tt0144954","nm0153713","Halfway to Hollywood","Halfway to Hollywood","1938","Comedy,Short"
"tt0146431","nm0319013,nm0522772","Andy Panda Goes Fishing","Andy Panda Goes Fishing","1940","Animation,Comedy,Family"
"tt0148255","nm0365489","Happy Tots","Happy Tots","1939","Animation,Comedy,Family"
"tt0148429","nm0365489","Lucky Pigs","Lucky Pigs","1939","Animation,Short"
"tt0148630","nm0365489","Poor Little Butterfly","Poor Little Butterfly","1938","Animation,Romance,Short"
"tt0149595","nm0711197","Africa Squawks","Africa Squawks","1939","Animation,Short"
"tt0151465","nm0711197","Maid in China","Maid in China","1938","Animation,Short"
"tt0151749","nm0711197","Nick's Coffee Pot","Nick's Coffee Pot","1939","Animation,Short"
"tt0152320","\N","Scrappy's Added Attraction","Scrappy's Added Attraction","1939","Animation,Short"
"tt0152482","nm0482742","Slávko nedej se!","Slávko nedej se!","1939","Comedy"
"tt0153597","nm0952712","Voodoo in Harlem","Voodoo in Harlem","1938","Animation,Short"
"tt0155125","nm0052331","Rukmini","Rukmini","1939",NULL
"tt0160624","nm0159414","Paix sur le Rhin","Paix sur le Rhin","1938","Comedy,Drama"
"tt0161590","nm0711197","The Frame-Up","The Frame-Up","1938","Animation,Short"
"tt0166534","nm0351947","Co se septá","Co se septá","1938","Drama,Romance"
"tt0175025","nm0777706","Patio Serenade","Patio Serenade","1938","Musical,Short"
"tt0171223","nm0700259","Deux de la réserve","Deux de la réserve","1938","Comedy"
"tt0186060","nm0209737","Entre gallos y medianoche","Entre gallos y medianoche","1940","Romance"
"tt0177863","nm0537377","Infidelidad","Infidelidad","1940","Drama"
"tt0182863","nm0913829","Byakuran no uta: zenpen: kôhen","Byakuran no uta: zenpen: kôhen","1939",NULL
"tt0183572","nm0913829","Nessa no chikai (Zenpen; Kôhen)","Nessa no chikai (Zenpen; Kôhen)","1940",NULL
"tt0180094","nm0019678","Retazo","Retazo","1939",NULL
"tt0180453","nm0063246","El astro del tango","El astro del tango","1940","Musical"
"tt0197708","nm0739501","College Girls","Muchachas que estudian","1939","Comedy"
"tt0202051","nm0131891","Vacances payées","Vacances payées","1938","Comedy"
"tt0210154","nm0880618","Let My People Live","Let My People Live","1939","Documentary,Short"
"tt0191826","nm0117745","Bi yu zan","Bi yu zan","1940",NULL
"tt0206969","nm0324506","Napoleon ist an allem schuld","Napoleon ist an allem schuld","1938","Comedy"
"tt0214830","nm0006497","Kalamegham","Kalamegham","1940",NULL
"tt0205890","nm0508496","Du Shiniang","Du Shiniang","1940",NULL
"tt0215522","nm0348136","Apni Nagariya","Apni Nagariya","1940",NULL
"tt0215582","nm0817069","The Bright Path","The Bright Path","1939",NULL
"tt0240052","nm0576481","Surdas","Surdas","1939",NULL
"tt0230091","nm0136579","The Coward","El cobarde","1939","Drama,Romance,War"
"tt0231133","nm0136579","Amor de mis amores","Amor de mis amores","1940","Drama"
"tt0231230","nm0294137","Bar Buckaroos","Bar Buckaroos","1940","Musical,Romance,Short"
"tt0228787","nm0955072","Robert and Bertram","Robert und Bertram","1939","Comedy"
"tt0236241","nm0538966","Die fromme Lüge","Die fromme Lüge","1938","Drama"
"tt0238432","\N","Muzicki festival","Muzicki festival","1938","Documentary"
"tt0240763","nm0436132","Nincsenek véletlenek","Nincsenek véletlenek","1939","Comedy"
"tt0239481","nm0105659","Ich bin gleich wieder da","Ich bin gleich wieder da","1939",NULL
"tt0242023","nm0735305","Te vagy a dal","Te vagy a dal","1940",NULL
"tt0242176","nm0350583","The Eternal Secret","Az örök titok","1938","Drama"
"tt0247822","nm1299213","Wir fahren nach Amerika","Wir fahren nach Amerika","1939","Documentary"
"tt0255997","nm0636892","Hellas of 1938 Speaking","I Ellas tou 1938 omilei","1938","Documentary"
"tt0249700","\N","A Lesbian Paradise","A Lesbian Paradise","1940","Adult,Short"
"tt0263371","\N","Gas Light","Gas Light","1939","Drama,Thriller"
"tt0267138","nm0301577","Zelkha Loves Ashour","Zelekha tuhib Achur","1939","Comedy,Drama"
"tt0267743","nm0207477","De melaatsheid","De melaatsheid","1938","Documentary"
"tt0267921","nm0098945","The Shakers","The Shakers","1938","Documentary"
"tt0274394","nm0898521","Brandy Ki Botal","Brandy Ki Botal","1939",NULL
"tt0282685","nm0913703","Lidé pod horami","Lidé pod horami","1938",NULL
"tt0280056","nm0774913","Pán a sluha","Pán a sluha","1938","Comedy"
"tt0278645","nm0466576","Prestuplenie i nakazanie","Prestuplenie i nakazanie","1940","Comedy"
"tt0283531","nm0817662","Paní Kacka zasahuje","Paní Kacka zasahuje","1939","Comedy"
"tt0284413","nm0083104","Písen lásky","Písen lásky","1940","Drama"
"tt0281018","nm0594635","Osman wa Ali","Osman wa Ali","1938","Comedy,Drama"
"tt0293918","nm0823864","Screen Snapshots Series 19, No. 5: Art and Artists","Screen Snapshots Series 19, No. 5: Art and Artists","1940","Comedy,Documentary,Short"
"tt0281362","nm0783182","Behind the Curtain","Warra el setar","1938","Drama,Musical,Romance"
"tt0288546","\N","Going Places with Graham McNamee, #66","Going Places with Graham McNamee, #66","1939","Documentary,Short"
"tt0294785","nm0237424","A Night in a Music Hall","A Night in a Music Hall","1939","Music,Short"
"tt0310221","nm1136304","Themis","Themis","1940","Animation,Short"
"tt0335056","nm1258670","Don Perfecto y Anacleto, metidos en un aprieto","Don Perfecto y Anacleto, metidos en un aprieto","1939",NULL
"tt0327399","nm0319013","Adventures of Tom Thumb Jr.","Adventures of Tom Thumb Jr.","1940","Animation,Short"
"tt0328480","nm0636871","Strahil voyvoda","Strahil voyvoda","1938","Drama"
"tt0342789","nm0237424","Montmartre Madness","Montmartre Madness","1939","Musical,Short"
"tt0331356","nm1237318","Un tipo de suerte","Un tipo de suerte","1938","Comedy"
"tt0332528","nm1018095","Za Rodinata","Za Rodinata","1940",NULL
"tt0346113","nm0376221","Public Jitterbug No. 1","Public Jitterbug No. 1","1939","Comedy,Musical,Short"
"tt0412764","\N","The Gay Lord Quex","The Gay Lord Quex","1938",NULL
"tt0374148","nm0076424","Quand le coeur chante","Quand le coeur chante","1938","Musical"
"tt0378190","\N","Khuni Jadugar","Khuni Jadugar","1939",NULL
"tt0381356","\N","Lal Bujakkad","Lal Bujakkad","1938",NULL
"tt0388142","nm0661240","Jagat Mohini","Jagat Mohini","1940",NULL
"tt0419189","nm0784577,nm1672031","Tekusuke monogatari","Tekusuke monogatari","1938","Animation,Short"
"tt0416676","\N","The Dear Departed","The Dear Departed","1938","Comedy,Drama,Short"
"tt0417438","\N","Arlecchino","Arlecchino","1939",NULL
"tt0417588","\N","The Dark Lady of the Sonnets","The Dark Lady of the Sonnets","1939","Comedy"
"tt0415702","\N","Charles and Mary","Charles and Mary","1938","Drama"
"tt0426211","nm0913829","Shinpen Tange Sazen: Yoto-hen","Shinpen Tange Sazen: Yoto-hen","1938","Short"
"tt0422553","\N","Kachikachi yama","Kachikachi yama","1940","Animation,Short"
"tt0423389","\N","The Torchbearers","The Torchbearers","1939","Comedy"
"tt0423509","nm0959977","Warae yamaotoko","Warae yamaotoko","1938","Animation,Short"
"tt0440676","nm0784577","Norakuro tora taiji","Norakuro tora taiji","1938","Animation,Comedy,Short"
"tt0427612","\N","The Open Door","The Open Door","1939","Drama,Short"
"tt0433660","nm0774913","Vcera nedele byla","Vcera nedele byla","1938",NULL
"tt0461501","nm0502479","Estrellita","Estrellita","1940",NULL
"tt0446329","nm0901874","Der falsche Admiral","Der falsche Admiral","1939","Short"
"tt0788118","\N","Lihim ng kapatid","Lihim ng kapatid","1940",NULL
"tt0485507","nm0433292","Das Fenster im 2. Stock","Das Fenster im 2. Stock","1939","Short"
"tt0495918","nm0247484","Young America Flies","Young America Flies","1940","Adventure,Romance,Short"
"tt0496596","nm0538632","Yajikita dôchûki","Yajikita dôchûki","1938",NULL
"tt0787084","\N","Mariang alimango","Mariang alimango","1938",NULL
"tt0932508","nm0388913","Another Romance of Celluloid","Another Romance of Celluloid","1938","Documentary,Short"
"tt0809447","nm0478996","The Old Prospector","The Old Prospector","1938","Adventure,Short"
"tt0027506","nm0016414","El deber","El deber","1939",NULL
"tt0029186","nm0311174","Maga lesz a férjem","Maga lesz a férjem","1938","Comedy,Romance"
"tt0029814","nm0297414","La zandunga","La zandunga","1938","Drama,Romance"
"tt0126338","nm0746740","Home Early","Home Early","1939","Comedy,Short"
"tt0029853","nm0890085","Alf's Button Afloat","Alf's Button Afloat","1938","Comedy"
"tt0029855","nm0188669","Algiers","Algiers","1938","Drama,Mystery,Romance"
"tt0029894","nm0715346","Bank Holiday","Bank Holiday","1938","Drama"
"tt0029899","nm0485943","The Baroness and the Butler","The Baroness and the Butler","1938","Comedy,Drama,Romance"
"tt0029934","nm0578933","Bombeiros Voluntários - Soldados da Paz","Bombeiros Voluntários - Soldados da Paz","1938","Documentary"
"tt0029983","nm0864006","Change of Heart","Change of Heart","1938","Comedy,Romance,Sport"
"tt0029990","nm0294261","Chinatown Nights","Chinatown Nights","1938","Sci-Fi"
"tt0030079","nm0801717","Dramatic School","Dramatic School","1938","Drama,Romance"
"tt0030085","nm0648056","Thou Old, Thou Free","Du gamla du fria!","1938","Drama"
"tt0030090","nm0337586","The Duke of West Point","The Duke of West Point","1938","Drama"
"tt0030134","nm0657535","I figli del marchese Lucera","I figli del marchese Lucera","1939","Comedy"
"tt0030158","nm0567757","Freshman Year","Freshman Year","1938","Musical,Romance"
"tt0030173","nm0921288","Gateway","Gateway","1938","Drama"
"tt0030188","nm0166836","Go Chase Yourself","Go Chase Yourself","1938","Comedy,Crime"
"tt0030258","nm0041678","I Stand Accused","I Stand Accused","1938","Drama"
"tt0030296","nm0363235","Jugend","Jugend","1938","Drama"
"tt0030314","nm0198246,nm0397175","Katnip Kollege","Katnip Kollege","1938","Animation,Comedy,Family"
"tt0030342","nm0308178","The Lady in the Morgue","The Lady in the Morgue","1938","Action,Crime,Mystery"
"tt0030442","nm0572851","Merrily We Live","Merrily We Live","1938","Comedy,Romance"
"tt0030471","nm0497961","Mystery of Room 13","Mr. Reeder in Room 13","1938","Crime,Drama,Mystery"
"tt0030482","nm0385171","My Old Kentucky Home","My Old Kentucky Home","1938","Drama,Music,Romance"
"tt0030524","nm0281487","On with the New","On with the New","1938","Animation,Comedy,Family"
"tt0030529","nm0018944,nm0662149","Les oranges de Jaffa","Les oranges de Jaffa","1938",NULL
"tt0030537","nm0905729","Outlaw Express","Outlaw Express","1938","Action,Adventure,Romance"
"tt0030545","nm0792450","Overland Stage Raiders","Overland Stage Raiders","1938","Western"
"tt0030547","nm0703528","Father of More Than Four","Padre de más de cuatro","1938","Comedy"
"tt0030553","nm0409757","Paquete, el fotógrafo público número uno","Paquete, el fotógrafo público número uno","1938","Comedy"
"tt0030560","nm0025107","El paso del Ebro","El paso del Ebro","1938","Documentary,Short,War"
"tt0030634","nm0281487","Pudgy the Watchman","Pudgy the Watchman","1938","Animation,Comedy,Family"
"tt0030636","nm0792450","The Purple Vigilantes","The Purple Vigilantes","1938","Action,Animation,Western"
"tt0030696","nm0782682","Room Service","Room Service","1938","Comedy"
"tt0030736","nm0006943","Shadows Over Shanghai","Shadows Over Shanghai","1938","Drama"
"tt0030751","nm0624756","Simply Terrific","Simply Terrific","1938","Comedy"
"tt0030754","nm0001843","Sinners in Paradise","Sinners in Paradise","1938","Adventure,Drama,Romance"
"tt0030756","nm0627864","Six-Gun Trail","Six-Gun Trail","1938","Action,Adventure,Western"
"tt0030815","nm0077943","Svensson ordnar allt!","Svensson ordnar allt!","1938","Drama"
"tt0030821","nm0763798","Swing, Sister, Swing","Swing, Sister, Swing","1938","Comedy,Music"
"tt0030833","nm0496505","Tarzan's Revenge","Tarzan's Revenge","1938","Action,Adventure,Comedy"
"tt0030894","nm0820461","A Trip to Paris","A Trip to Paris","1938","Adventure,Comedy"
"tt0030927","nm0344933,nm0210228","Forty Years","Veertig jaren","1938","Drama"
"tt0030930","nm0869645","Verklungene Melodie","Verklungene Melodie","1938","Drama"
"tt0030963","nm0163332","What Price Porky","What Price Porky","1938","Animation,Comedy,Family"
"tt0030991","nm0107543","Yellow Sands","Yellow Sands","1938","Comedy,Drama"
"tt0030992","nm0031557,nm0073664,nm0246206,nm0439757","If War Comes Tomorrow","Esli zavtra voyna","1938","Drama"
"tt0031011","nm0003373","$1000 a Touchdown","$1000 a Touchdown","1939","Comedy,Sport"
"tt0031050","nm0303742","Arditi civili","Arditi civili","1940",NULL
"tt0031051","nm0437356","The Arizona Kid","The Arizona Kid","1939","Music,War,Western"
"tt0031066","nm0000923","Babes in Arms","Babes in Arms","1939","Comedy,Musical"
"tt0031078","nm0110607","Bandits and Ballads","Bandits and Ballads","1939","Musical,Short,Western"
"tt0031160","nm0886757,nm0825986","The City","The City","1939","Documentary,Short"
"tt0031175","nm0595804","Conflit","Conflit","1938","Drama"
"tt0031256","nm0726729","Due occhi per non vedere","Due occhi per non vedere","1939",NULL
"tt0031319","nm0317856","Flechas","Flechas","1939","Documentary,Short"
"tt0031370","nm0329574","The Girl from Mexico","The Girl from Mexico","1939","Comedy,Music,Romance"
"tt0031380","nm0151404","Gone to the Dogs","Gone to the Dogs","1939","Comedy"
"tt0031387","nm0245385","The Gorilla","The Gorilla","1939","Comedy,Horror"
"tt0031400","nm0436132","Halálos tavasz","Halálos tavasz","1939","Drama"
"tt0031473","nm0113284","Idiot's Delight","Idiot's Delight","1939","Comedy,Drama,Musical"
"tt0031474","nm0902082","Ihr erstes Erlebnis","Ihr erstes Erlebnis","1939","Romance"
"tt0031485","nm0309163","La inmaculada","La inmaculada","1939","Drama"
"tt0031518","nm0144848","Julieta y Romeo","Julieta y Romeo","1940",NULL
"tt0031621","nm0218503,nm0625726","Mandrake, the Magician","Mandrake, the Magician","1939","Action,Adventure"
"tt0031653","nm0713283","The Mysterious Mr. Reeder","The Mind of Mr. Reeder","1939","Crime,Mystery"
"tt0031735","nm0076779","Night in December","Nuit de décembre","1940",NULL
"tt0031809","nm0137588","Popular Science","Popular Science","1939","Documentary,Short"
"tt0031945","nm0730860","Society Dog Show","Society Dog Show","1939","Animation,Comedy,Family"
"tt0031955","nm0268513","Sorority House","Sorority House","1939","Drama,Romance"
"tt0031960","nm0058270","Special Inspector","Special Inspector","1938","Crime,Drama,Romance"
"tt0031978","nm0695604,nm0696049","Stepan Razin","Stepan Razin","1939","Biography,Drama,History"
"tt0031984","nm0502567","Straight to Heaven","Straight to Heaven","1939","Crime"
"tt0123125","nm0578370,nm0461849,nm0511258","Jens Langkniv","Jens Langkniv","1940","History"
"tt0125063","nm0491504","En desertør","En desertør","1940","Family"
"tt0132638","nm0509327","Goal in the Clouds","Ziel in den Wolken","1939","Action,Drama"
"tt0133389","nm0754351","Avoveteen","Avoveteen","1939","Drama"
"tt0133823","nm0612749","The Green Emperor","Der grüne Kaiser","1939","Crime,Drama"
"tt0143265","nm0777706","Gals and Gallons","Gals and Gallons","1939","Musical,Short"
"tt0152336","\N","Scrappy's Rodeo","Scrappy's Rodeo","1939","Animation,Short"
"tt0154434","nm0040892","Dulhan","Dulhan","1938",NULL
"tt0032005","nm0636147","Takki ja liivit pois!","Takki ja liivit pois!","1939","Comedy"
"tt0032040","nm0217107","La tonta del bote","La tonta del bote","1939",NULL
"tt0032073","nm0659992","Gli ultimi della strada","Gli ultimi della strada","1940",NULL
"tt0032076","nm0107854","Undercover Agent","Undercover Agent","1939","Crime,Drama"
"tt0032133","nm0002489","Wir tanzen um die Welt","Wir tanzen um die Welt","1939","Musical"
"tt0032142","nm0268513","Women in the Wind","Women in the Wind","1939","Drama"
"tt0032202","nm0800547","Amiamoci così","Amiamoci così","1940",NULL
"tt0032264","nm0485943","The Blue Bird","The Blue Bird","1940","Drama,Family,Fantasy"
"tt0032281","nm0368871","Brigham Young","Brigham Young","1940","Adventure,Biography,History"
"tt0032411","nm0568915","Dr. Christian Meets the Women","Dr. Christian Meets the Women","1940","Drama"
"tt0032427","nm0681635","Earthbound","Earthbound","1940","Fantasy,Mystery"
"tt0032442","nm0596410","One, But a Lion!","En, men ett lejon!","1940","Comedy"
"tt0032453","nm0586020","El famoso Carballeira","El famoso Carballeira","1940",NULL
"tt0032526","nm0758508","Girl from God's Country","Girl from God's Country","1940","Drama"
"tt0032547","nm0576940","Grandpa Goes to Town","Grandpa Goes to Town","1940","Comedy"
"tt0032569","nm0293989","The Hardship of Miles Standish","The Hardship of Miles Standish","1940","Animation,Comedy,Family"
"tt0032619","nm0614634","I Want a Divorce","I Want a Divorce","1940","Drama"
"tt0032622","nm0718321","I'm Still Alive","I'm Still Alive","1940","Drama,Romance"
"tt0032695","nm0712639","The Leather Pushers","The Leather Pushers","1940","Adventure,Comedy,Sport"
"tt0032716","nm0281487","Little Lambkin","Little Lambkin","1940","Animation,Comedy,Family"
"tt0032763","nm0627864","Marked Men","Marked Men","1940","Action,Crime,Mystery"
"tt0032776","nm0256586","Meine Tochter lebt in Wien","Meine Tochter lebt in Wien","1940","Comedy"
"tt0032805","nm0281487","Mommy Loves Puppy","Mommy Loves Puppy","1940","Animation,Short"
"tt0032887","nm0363414","Papa Gets the Bird","Papa Gets the Bird","1940","Animation,Comedy,Family"
"tt0032960","nm0796645","Quicker'n a Wink","Quicker'n a Wink","1940","Comedy,Documentary,Short"
"tt0032972","nm0437356","The Ranger and the Lady","The Ranger and the Lady","1940","Music,Western"
"tt0032998","nm0644983","Romans","Romans","1940","Drama"
"tt0033015","nm0145919","Salomé","Salomé","1940",NULL
"tt0033019","nm0006943","Sandy Is a Lady","Sandy Is a Lady","1940","Comedy"
"tt0033044","nm0337586","Shooting High","Shooting High","1940","Action,Comedy,Music"
"tt0033071","nm0385686","Social Sea Lions","Social Sea Lions","1940","Comedy,Short"
"tt0033240","nm0281487","Way Back When a Nightclub Was a Stick","Way Back When a Nightclub Was a Stick","1940","Animation,Short"
"tt0033253","nm0943758","The Westerner","The Westerner","1940","Drama,Romance,Western"
"tt0033284","nm0562004","You're Not So Tough","You're Not So Tough","1940","Drama"
"tt0033299","nm0409757","¿Quién me compra un lío?","¿Quién me compra un lío?","1940",NULL
"tt0034064","nm0507390","Pride of the Bowery","Pride of the Bowery","1940","Comedy,Drama"
"tt0034244","nm0309163","Sunset Murder Case","Sunset Murder Case","1938","Crime,Drama,Mystery"
"tt0122368","nm0918785","ABC im Schnee","ABC im Schnee","1940",NULL
"tt0129421","\N","A Tapada Real de Mafra","A Tapada Real de Mafra","1939","Documentary"
"tt0130274","nm0656860","Solutions françaises","Solutions françaises","1939","Short"
"tt0146896","nm0204190","Hollywood Graduation","Hollywood Graduation","1938","Animation,Comedy,Musical"
"tt0150044","nm0421165","Cargoes","Cargoes","1939","Documentary,Short"
"tt0150437","nm0205074","Edgar Runs Again","Edgar Runs Again","1940","Animation,Comedy,Short"
"tt0151016","nm0522772","I'm Just a Jitterbug","I'm Just a Jitterbug","1939","Animation,Comedy,Family"
"tt0151191","nm0294758","Catacombs","Katakomby","1940","Comedy"
"tt0151530","\N","Mein Traum","Mein Traum","1940",NULL
"tt0156717","nm0097882","Kumkum","Kumkum","1940",NULL
"tt0160396","nm0737053","If I Were Boss","If I Were Boss","1938","Drama"
"tt0160557","nm0538966","Die Nacht der Entscheidung","Die Nacht der Entscheidung","1938",NULL
"tt0160634","nm0304221","Satan's Paradise","Le paradis de Satan","1938","Adventure"
"tt0161373","nm0869731","Cantinflas y su prima","Cantinflas y su prima","1940","Comedy,Short"
"tt0165945","nm0288341","The Sky Raiders","The Sky Raiders","1938","Crime,Thriller"
"tt0157200","nm0080389","Yangrilla","Yangrilla","1938",NULL
"tt0158230","nm0498192","Somewhat Secret","Somewhat Secret","1939","Comedy,Musical,Romance"
"tt0158352","nm0216381,nm0617757","Golden Venus","La Vénus de l'or","1938","Adventure"
"tt0158642","nm0268909,nm0198868","Gopal Krishna","Gopal Krishna","1938",NULL
"tt0158821","nm0776369","Natur und Technik","Natur und Technik","1938","Documentary"
"tt0167354","nm0805628","Prítelkyne pana ministra","Prítelkyne pana ministra","1940","Comedy"
"tt0175033","nm0777706","Pharmacy Frolics","Pharmacy Frolics","1939","Music,Short"
"tt0175133","nm0147495","Rhumba Land","Rhumba Land","1939","Music,Short"
"tt0178380","nm0739501","Divorce in Montevideo","Divorcio en Montevideo","1939","Comedy"
"tt0179777","nm0136579","Dos cadetes","Dos cadetes","1938","Drama,Romance"
"tt0180214","nm0332737","Su adorable majadero","Su adorable majadero","1939","Comedy,Drama"
"tt0169903","nm0396789","Feux de joie","Feux de joie","1939","Musical"
"tt0170369","nm0017893","Pervoye maya","Pervoye maya","1938",NULL
"tt0171155","nm0438572","Cas de conscience","Cas de conscience","1939",NULL
"tt0194853","nm0581973","Está Tudo Aí","Está Tudo Aí","1939","Comedy"
"tt0191880","nm0139151","Chantons quand même","Chantons quand même","1940","Comedy,Musical"
"tt0185578","nm0746740","Opening Day","Opening Day","1938","Comedy,Short"
"tt0199102","nm0363228","El trovador de la radio","El trovador de la radio","1938","Romance"
"tt0194011","nm0701843","Hombres del sur","Hombres del sur","1939",NULL
"tt0194035","nm0728774","In Battle Versus the Enemy of the World: German Volunteers in Spain","Im Kampf gegen den Weltfeind: Deutsche Freiwillige in Spanien","1939","Documentary,War"
"tt0195244","nm0595768","Paths of Faith","Senderos de fe","1938",NULL
"tt0199507","nm0275220","Face au destin","Face au destin","1940",NULL
"tt0199721","nm0288408","The Crazy Musician","El loco Serenata","1939",NULL
"tt0200291","nm0948693,nm0879802,nm1662703,nm0386162","Wort und Tat","Wort und Tat","1938","Documentary,Short"
"tt0201414","nm0868535","Adiós Buenos Aires","Adiós Buenos Aires","1938",NULL
"tt0221840","nm0016950,nm5390011","Die Bou van 'n Nasie","Die Bou van 'n Nasie","1938","Drama"
"tt0213685","nm0234389","Gorakh Aya","Gorakh Aya","1938",NULL
"tt0217361","nm0650375","Right and Duty","El derecho y el deber","1938","Drama,War"
"tt0217595","nm1007691","Karel Hynek Mácha","Karel Hynek Mácha","1938","Biography,Drama"
"tt0230524","nm0644289","Michelangelo: Life of a Titan","Michelangelo","1938","Documentary"
"tt0205544","nm0508528","Xiaohunliu","Xiaohunliu","1940","Drama"
"tt0238821","nm0845395","Adieu Vienne","Adieu Vienne","1939",NULL
"tt0239035","nm0576481","Heer Syal","Heer Syal","1938",NULL
"tt0239659","nm0261971","Monsieur Brotonneau","Monsieur Brotonneau","1939","Comedy,Drama"
"tt0241954","nm0591913","Sitara","Sitara","1938",NULL
"tt0241512","nm0350583","Göre Gábor visszatér","Göre Gábor visszatér","1940",NULL
"tt0247708","nm0101038","A Sleepless Night","A Sleepless Night","1940","Animation,Comedy,Short"
"tt0246257","nm6267775","Mu Guiying","Mu Guiying","1940","Drama"
"tt0248498","nm0805628","Svatební cesta","Svatební cesta","1938","Comedy"
"tt0251207","\N","Man Shortage","Man Shortage","1940","Adult,Short"
"tt0249013","\N","Minggao Xu's Secret Visits to General Ning's Mansion","Minggao Xu's Secret Visits to General Ning's Mansion","1940",NULL
"tt0274458","nm0898521","Devata","Devata","1939",NULL
"tt0256327","nm1204366","Tôyô heiwa no michi","Tôyô heiwa no michi","1938",NULL
"tt0265576","\N","Private Lives","Private Lives","1939","Comedy,Drama"
"tt0272436","nm0226715","Abla Ki Shakti","Abla Ki Shakti","1940",NULL
"tt0253810","nm0046104","Timber Front","Timber Front","1940","Documentary,Short"
"tt0270671","nm0215244","Stijl","Stijl","1939","Documentary"
"tt0275431","nm0083104","Jarka a Vera","Jarka a Vera","1938","Comedy"
"tt0295716","nm0729492","Taboga y hacia el calvario","Taboga y hacia el calvario","1938","Short"
"tt0292584","nm0914923","Love and Onions","Love and Onions","1938","Comedy,Short"
"tt0280466","nm0269529","The Apple Seller","Bayayet el tiffah","1940",NULL
"tt0280571","nm0144968","Concours hippique à Spa","Concours hippique à Spa","1938","Documentary,Short"
"tt0281155","nm0906234","The Hour of Fate","Saet el tanfiz","1938","Drama,Romance"
"tt0281381","nm0439290","Long Live Love","Yahya el hub","1938","Drama,Musical,Romance"
"tt0296015","\N","Inuit","Inuit","1939","Documentary"
"tt0302798","nm0234670","Midt i byens hjerte","Midt i byens hjerte","1938",NULL
"tt0360986","nm0555421","Shunjû ittôryû","Shunjû ittôryû","1939","Action"
"tt0345592","nm1019504","Love Goes West","Love Goes West","1938","Musical,Short,Western"
"tt0311812","nm1143200","Sjors van de Rebellenclub met vacantie","Sjors van de Rebellenclub met vacantie","1940",NULL
"tt0342752","nm0312791","Mechanix Illustrated Series 2, No. 3","Mechanix Illustrated Series 2, No. 3","1939","Documentary,History,Short"
"tt0372457","\N","The Painted Stallion","The Painted Stallion","1938","Western"
"tt0380658","nm1222110","Rangila Jawan","Rangila Jawan","1940",NULL
"tt0418111","nm0100959","Rope","Rope","1939","Drama"
"tt0377504","\N","Bhakti","Bhakti","1939",NULL
"tt0378968","nm0151278","Veer Kesari","Veer Kesari","1938",NULL
"tt0413497","\N","Wren of St. Paul's","Wren of St. Paul's","1938","Documentary,Drama"
"tt0415859","\N","A Hundred Years Old","A Hundred Years Old","1938","Comedy"
"tt0415923","\N","Lady Precious Stream","Lady Precious Stream","1938",NULL
