" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0033084","nm0520419","South of the Boudoir","South of the Boudoir","1940","Comedy,Short"
"tt0033119","nm0017893","Tanya","Svetlyy put","1940","Comedy,Musical"
"tt0033135","nm0124722,nm0625934","Tarantella","Tarantella","1940","Animation,Short"
"tt0033257","nm0523893","Who Killed Aunt Maggie?","Who Killed Aunt Maggie?","1940","Crime,Mystery"
"tt0033271","nm0454024","The Fox of Glenarvon","Der Fuchs von Glenarvon","1940","Drama"
"tt0034132","nm0901874","Rote Mühle","Rote Mühle","1940","Comedy"
"tt0125576","nm0850024","Stolen Death","Varastettu kuolema","1938","Thriller"
"tt0128918","nm0578933","Alegria pelo Trabalho","Alegria pelo Trabalho","1939","Documentary"
"tt0129036","nm0210280","O Dia da Marinha","O Dia da Marinha","1939","Documentary"
"tt0131512","nm0003593","One Against the World","One Against the World","1939","Biography,History,Short"
"tt0134112","nm0483944","Der Spieler","Der Spieler","1938","Drama"
"tt0136986","nm0211964","Hat hét boldogság","Hat hét boldogság","1939",NULL
"tt0138853","nm0649910","Taistelun tie","Taistelun tie","1940","Documentary,War"
"tt0142160","nm0667170","Le chemin de l'honneur","Le chemin de l'honneur","1939","Drama"
"tt0147943","nm0412650","A Busy Day","A Busy Day","1940","Animation,Comedy,Short"
"tt0149262","nm0365489","The Timid Pup","The Timid Pup","1940","Animation,Comedy,Family"
"tt0149800","nm0711197","Barnyard Egg-citement","Barnyard Egg-citement","1939","Animation,Short"
"tt0150402","nm0083104","Druhe mládi","Druhe mládi","1938","Drama,Musical"
"tt0150830","\N","Happy Holidays","Happy Holidays","1940","Animation,Short"
"tt0151478","\N","Man of Tin","Man of Tin","1940","Animation,Short"
"tt0151575","nm0205074","Milk for Baby","Milk for Baby","1938","Animation,Short"
"tt0151735","nm0522772","Nellie the Indian Chief's Daughter","Nellie the Indian Chief's Daughter","1938","Animation,Short"
"tt0152051","nm0805628","Poznej svého muze","Poznej svého muze","1940","Comedy"
"tt0153610","nm0806361","Vy neznáte Alberta?","Vy neznáte Alberta?","1940",NULL
"tt0154660","nm0619966","Itahachi jima","Itahachi jima","1938",NULL
"tt0154674","nm0024061","Jayakkodi","Jayakkodi","1939",NULL
"tt0157504","nm0151543","Dakshayagnam","Dakshayagnam","1938",NULL
"tt0158496","nm0776369,nm1927673","Der Bienenstaat","Der Bienenstaat","1938","Documentary,Short"
"tt0158824","\N","Nella luce di Roma","Nella luce di Roma","1938","Documentary"
"tt0158933","nm0260703","Les sentinelles de l'empire","Les sentinelles de l'empire","1939","Documentary"
"tt0159828","nm0337815","What Goes Up","What Goes Up","1939","Comedy,Musical,Mystery"
"tt0161932","nm0711197","Professor Offkeyski","Professor Offkeyski","1940","Animation,Short"
"tt0164871","nm0345073","The False Step","Der Schritt vom Wege","1939","Drama"
"tt0167943","nm0533073","Frances Carroll & 'The Coquettes'","Frances Carroll & 'The Coquettes'","1940","Music,Short"
"tt0192011","nm0826570","La famille Duraton","La famille Duraton","1939","Comedy"
"tt0194767","nm0595768","Con el dedo en el gatillo","Con el dedo en el gatillo","1940",NULL
"tt0202210","nm0478303","Adrienne Lecouvreur","Adrienne Lecouvreur","1938","Biography,Drama"
"tt0205977","nm1232312,nm0167496","La grande chartreuse","La grande chartreuse","1938","Short"
"tt0206018","nm0508496","Hongxian dao he","Hongxian dao he","1940",NULL
"tt0206085","nm0917688","Leng yue shi hun","Leng yue shi hun","1938",NULL
"tt0208912","nm0306599","Doktór Murek","Doktór Murek","1939","Drama"
"tt0214141","nm0871740","Ski Birds","Ski Birds","1939","Documentary,Short"
"tt0230478","nm0092168","The Whip","El látigo","1939","Adventure,Drama"
"tt0231395","\N","Cotton Club Revue","Cotton Club Revue","1938","Documentary,Music"
"tt0232082","nm0435633","Mera Ladka","Mera Ladka","1938",NULL
"tt0233267","nm0915007","The Awful Tooth","The Awful Tooth","1938","Comedy,Family,Short"
"tt0238897","nm0557630","Chhote Sarkar","Chhote Sarkar","1938",NULL
"tt0239240","nm0616268,nm0467035","Arinka","Arinka","1939","Comedy"
"tt0241642","nm0361919","Kriminalkommissar Eyck","Kriminalkommissar Eyck","1940","Crime"
"tt0244519","nm0903275","Fräulein Figaro","Fräulein Figaro","1939","Short"
"tt0247125","nm0134954","Prófugos","Prófugos","1940",NULL
"tt0247239","nm0097487","Cekanky","Cekanky","1940","Comedy,Romance"
"tt0247383","nm0894204","Gold in New Frisco","Gold in New Frisco","1939","Adventure"
"tt0253613","nm0056334","S.O.S. Sahara","S.O.S. Sahara","1938","Drama"
"tt0255384","nm0700393","Mohini Bhasmasura","Mohini Bhasmasura","1938",NULL
"tt0256057","nm0002061","Goofer Trouble","Goofer Trouble","1940","Short"
"tt0262378","nm0551658","Direito de Pecar","Direito de Pecar","1940","Comedy"
"tt0279489","nm0482742","U pokladny stál...","U pokladny stál...","1939","Comedy"
"tt0280833","nm0252676","The Children of Friends","Khalaf el habayyeb","1940",NULL
"tt0281800","nm0291059","Der er et yndigt land","Der er et yndigt land","1940","Documentary"
"tt0285656","nm0843636","Klamstwo Krystyny","Klamstwo Krystyny","1939","Drama"
"tt0287994","nm0304606","Dziewczyna szuka milosci","Dziewczyna szuka milosci","1938","Drama,Romance"
"tt0295637","nm0303120","Stimme des Blutes","Stimme des Blutes","1938","Drama,Romance"
"tt0314319","nm0745890","Lights, Action, Lucas!","Lights, Action, Lucas!","1938","Music,Short"
"tt0317520","\N","For Auld Lang Syne","For Auld Lang Syne","1938","Documentary,Music,Short"
"tt0323358","nm0870311","Nakimushi kozo","Nakimushi kozo","1938","Drama"
"tt0342128","nm0730905","Blamed for a Blonde","Blamed for a Blonde","1939","Comedy,Short"
"tt0342212","nm0292573","American Saddle Horses","American Saddle Horses","1939","Documentary,Short"
"tt0358493","nm0538632","Oda Nobunaga","Oda Nobunaga","1940","Biography,Drama"
"tt0381988","\N","Desh Bhakta","Desh Bhakta","1940",NULL
"tt0383632","\N","Shen Lagna","Shen Lagna","1938",NULL
"tt0385545","nm0844161","Bercsenyi huszárok","Bercsenyi huszárok","1940","Adventure"
"tt0411813","\N","Rosencrantz and Guildenstern","Rosencrantz and Guildenstern","1938",NULL
"tt0416869","\N","Jack Jackson and His Band","Jack Jackson and His Band","1938","Drama"
"tt0416907","nm1656213","Laugh with Me","Laugh with Me","1938","Comedy"
"tt0417048","\N","Pest Pilot","Pest Pilot","1938",NULL
"tt0417275","nm1656214,nm0267536","The Wooing of Anne Hathaway","The Wooing of Anne Hathaway","1938","Drama,Musical"
"tt0418284","\N","The Van Dyck","The Van Dyck","1939","Comedy"
"tt0418457","nm0784577","Ahiru rikusentai","Ahiru rikusentai","1940","Animation,Short"
"tt0420180","\N","The Shoemaker's Last","The Shoemaker's Last","1939",NULL
"tt0424056","nm1717967","Druzya iz tabora","Druzya iz tabora","1938","Family"
"tt0427924","\N","Table d'Hote","Table d'Hote","1939","Music"
"tt0435800","nm0312988","Drops wird Flieger","Drops wird Flieger","1938","Short"
"tt0440436","nm0949031","Gonin no kyodai","Gonin no kyodai","1939",NULL
"tt0452359","nm0901874","Onkel Fridolin","Onkel Fridolin","1939","Short"
"tt0461825","nm1593768","Paroparong bukid","Paroparong bukid","1938","Drama"
"tt0490296","nm0634582","Okinu to bantô","Okinu to bantô","1940",NULL
"tt0498568","nm0405620,nm2158900","Schicksalswende","Schicksalswende","1939","Documentary,Short"
"tt0821047","nm0376221","The Human Bomb","The Human Bomb","1939","Short"
"tt0929419","nm0117745","Sable Cicada","Diao Chan","1938","Drama,Romance,War"
"tt0949512","nm0148486","Ritorno al vittoriale","Ritorno al vittoriale","1940","Documentary,Short"
"tt0953386","nm2541228","Extra no shôjo","Extra no shôjo","1938",NULL
"tt0953639","nm1673044","Utau noriai basha","Utau noriai basha","1939",NULL
"tt0996622","nm1954454","Inseln im Sandmeer","Inseln im Sandmeer","1940","Short"
"tt1062354","nm1222110","Rangila Mazdoor","Rangila Mazdoor","1938",NULL
"tt0028740","nm0087704","The Duchess of Parma","La contessa di Parma","1938","Comedy"
"tt0029837","nm0742636,nm0802862","Accord final","Accord final","1938","Music,Romance"
"tt0029897","nm0674398","El barbero de Sevilla","El barbero de Sevilla","1938","Musical,Romance"
"tt0029913","nm0281487,nm0101466","Big Chief Ugh-Amugh-Ugh","Big Chief Ugh-Amugh-Ugh","1938","Animation,Comedy,Family"
"tt0031141","nm0583206","Casa lontana","Casa lontana","1939","Drama"
"tt0029964","nm0809467","Campus Cinderella","Campus Cinderella","1938","Comedy,Musical,Short"
"tt0029993","nm0000813","Cinderella Meets Fella","Cinderella Meets Fella","1938","Animation,Comedy,Family"
"tt0030061","nm0583206","Discretion with Honor","Diskretion - Ehrensache","1938","Comedy"
"tt0030081","nm0583206","Dreizehn Mann und eine Kanone","Dreizehn Mann und eine Kanone","1938","Comedy,War"
"tt0030088","nm0316287","Duetto vagabondo","Duetto vagabondo","1939",NULL
"tt0030160","nm0853028","Frontier Town","Frontier Town","1938","Action,Adventure,Music"
"tt0030168","nm0385171","Gang Bullets","Gang Bullets","1938","Crime,Drama"
"tt0030182","nm0502752","The Girl of the Golden West","The Girl of the Golden West","1938","Musical,Romance,Western"
"tt0030252","nm0138893","Hotel du Nord","Hôtel du Nord","1938","Drama,Romance"
"tt0030253","nm0631438","I Am a Criminal","I Am a Criminal","1938","Crime,Drama"
"tt0030277","nm0268513","The Invisible Menace","The Invisible Menace","1938","Comedy,Mystery"
"tt0030323","nm0615868","King of the Newsboys","King of the Newsboys","1938","Drama"
"tt0030327","nm0254125","Kleines Bezirksgericht","Kleines Bezirksgericht","1938","Comedy"
"tt0030336","nm0038089","Kustens glada kavaljerer","Kustens glada kavaljerer","1938","Comedy,Romance"
"tt0030355","nm0281487","Learn Polikeness","Learn Polikeness","1938","Animation,Comedy,Family"
"tt0030374","nm0268513","Little Miss Thoroughbred","Little Miss Thoroughbred","1938","Drama,Romance,Sport"
"tt0030384","nm0939992","Lord Jeff","Lord Jeff","1938","Crime,Drama"
"tt0030485","nm0809467","Mystery House","Mystery House","1938","Adventure,Crime,Mystery"
"tt0030533","nm0322178","Guest for One Night","L'ospite di una notte","1939",NULL
"tt0030551","nm0853028","Panamint's Bad Man","Panamint's Bad Man","1938","Western"
"tt0030571","nm0568915","Penrod and His Twin Brother","Penrod and His Twin Brother","1938","Comedy"
"tt0030721","nm0220131","Scheidungsreise","Scheidungsreise","1938","Comedy,Romance"
"tt0030746","nm0924065","Sidewalks of London","St. Martin's Lane","1938","Comedy"
"tt0030761","nm0657162","Sky Pirates","Sky Pirates","1938",NULL
"tt0030771","nm0003373","Sons of the Legion","Sons of the Legion","1938","Drama"
"tt0030775","nm0368871","Spawn of the North","Spawn of the North","1938","Action,Adventure,Romance"
"tt0030797","nm0377613","Den stora kärleken","Den stora kärleken","1938",NULL
"tt0030804","nm0846505","Strange Faces","Strange Faces","1938","Drama"
"tt0030812","nm0782947","Sunset Trail","Sunset Trail","1938","Adventure,Western"
"tt0030843","nm0275034,nm0478303","Terra di fuoco","Terra di fuoco","1939","Drama"
"tt0030850","nm0003373","The Texans","The Texans","1938","Western"
"tt0030866","nm0520419","Three Little Sew and Sews","Three Little Sew and Sews","1939","Comedy,Short"
"tt0030935","\N","Viagem ao Brasil","Viagem ao Brasil","1938","Documentary"
"tt0031029","nm0796645","Alfalfa's Aunt","Alfalfa's Aunt","1939","Comedy,Family,Short"
"tt0031036","nm0281487","Always Kickin'","Always Kickin'","1939","Animation,Short"
"tt0031045","nm0258015","Angels Wash Their Faces","Angels Wash Their Faces","1939","Drama,Romance"
"tt0031073","nm0220813","Baghi","Baghi","1939",NULL
"tt0031125","nm0003373","Bulldog Drummond's Secret Police","Bulldog Drummond's Secret Police","1939","Mystery,Thriller"
"tt0031216","nm0437356","Days of Jesse James","Days of Jesse James","1939","Romance,Western"
"tt0031260","nm0445033","Each Dawn I Die","Each Dawn I Die","1939","Crime,Drama,Film-Noir"
"tt0031271","nm0124571","In the Times of Don Porfirio","En tiempos de Don Porfirio","1940","Comedy,Drama,Musical"
"tt0031300","nm0001178","The Fergana Canal","The Fergana Canal","1939","Documentary,Short"
"tt0031382","nm0005062","The Good Egg","The Good Egg","1939","Animation,Comedy,Family"
"tt0031414","nm0635969,nm0845290","Helmikuun manifesti","Helmikuun manifesti","1939","Drama"
"tt0031428","nm0345500","Ho visto brillare le stelle","Ho visto brillare le stelle","1939",NULL
"tt0031464","nm0446053","I Met a Murderer","I Met a Murderer","1939","Crime,Drama,Romance"
"tt0031468","nm0062183","I dag börjar livet","I dag börjar livet","1939","Drama"
"tt0031470","nm0778306","The Ice Follies of 1939","The Ice Follies of 1939","1939","Drama,Music,Romance"
"tt0031471","nm0065607,nm0286924","I Am Sebastian Ott","Ich bin Sebastian Ott","1939",NULL
"tt0031563","nm0374871","Linen for Ireland","Leinen aus Irland","1939","Comedy,Drama,Romance"
"tt0031583","nm0560395","Lo vedi come sei... Lo vedi come sei?","Lo vedi come sei... Lo vedi come sei?","1939","Comedy"
"tt0031590","nm0006943","Long Shot","Long Shot","1939","Drama"
"tt0031599","nm0584778","Lying Lips","Lying Lips","1939","Drama,Music"
"tt0031619","nm0001843","The Man in the Iron Mask","The Man in the Iron Mask","1939","Adventure,History,Romance"
"tt0031635","nm0615868","Meet Dr. Christian","Meet Dr. Christian","1939","Drama"
"tt0031639","nm0916125","Mesquite Buckaroo","Mesquite Buckaroo","1939","Action,Drama,Sport"
"tt0031651","nm0560395","Mille chilometri al minuto!","Mille chilometri al minuto!","1939","Comedy"
"tt0031662","nm0005847","Missing Evidence","Missing Evidence","1939","Crime,Drama"
"tt0031701","nm0576940","The Mysterious Miss X","The Mysterious Miss X","1939","Comedy,Crime,Mystery"
"tt0031788","nm0901874","Parkstrasse 13","Parkstrasse 13","1939","Crime,Drama"
"tt0031871","nm0379092","Rollin' Westward","Rollin' Westward","1939","Western"
"tt0031933","nm0520419","Skinny the Moocher","Skinny the Moocher","1939","Comedy,Short"
"tt0031987","nm0631438","Streets of New York","Streets of New York","1939","Action,Crime,Drama"
"tt0032035","nm0625726","The Thundering West","The Thundering West","1939","Western"
"tt0032100","nm0454024","Der vierte kommt nicht","Der vierte kommt nicht","1939","Crime"
"tt0032136","nm0551648","On a heym","On a heym","1939","Drama"
"tt0032172","nm0050740","È sbarcato un marinaio","È sbarcato un marinaio","1940",NULL
"tt0032197","nm0297414","Allá en el Trópico","Allá en el Trópico","1940","Comedy,Drama,Musical"
"tt0032206","nm0782707","Andy Hardy Meets Debutante","Andy Hardy Meets Debutante","1940","Comedy,Family,Romance"
"tt0032239","nm0567757","Barnyard Follies","Barnyard Follies","1940","Comedy,Music"
"tt0032276","nm0840042","The Boys from Syracuse","The Boys from Syracuse","1940","Comedy,Musical"
"tt0032287","nm0377613","Ett brott","Ett brott","1940","Crime,Drama"
"tt0032336","nm0823864","Chip of the Flying U","Chip of the Flying U","1939","Action,Adventure,Romance"
"tt0032344","\N","Claudine","Claudine","1940",NULL
"tt0032359","nm0855147","Convoy","Convoy","1940","Drama,War"
"tt0032538","nm0128715","Goin' Fishin'","Goin' Fishin'","1940","Comedy,Family,Short"
"tt0032609","nm0562845","The House Across the Bay","The House Across the Bay","1940","Crime,Drama"
"tt0032667","nm0101466,nm0281487","King for a Day","King for a Day","1940","Animation,Comedy,Family"
"tt0032710","nm0191899","Lillian Russell","Lillian Russell","1940","Biography,Drama,Musical"
"tt0032741","nm0796126","Mad Youth","Mad Youth","1940","Drama"
"tt0032923","nm0853028","Pony Post","Pony Post","1940","Western"
"tt0032928","nm0137588","Popular Science","Popular Science","1940","Documentary,Short"
"tt0032981","nm0500552","Remember the Night","Remember the Night","1940","Comedy,Drama,Romance"
"tt0032983","nm0000485","The Return of Frank James","The Return of Frank James","1940","Crime,History,Western"
"tt0033003","nm0845290,nm0635969","Runon kuningas ja muuttolintu","Runon kuningas ja muuttolintu","1940","Drama"
"tt0033021","nm0002031","Santa Fe Trail","Santa Fe Trail","1940","Adventure,Biography,Drama"
"tt0033025","nm0342417","Scandal Sheet","Scandal Sheet","1939","Crime,Drama"
"tt0033049","nm0548094","Seven Years Hard Luck","Sieben Jahre Pech","1940","Comedy,Romance"
"tt0033128","nm0220131","Der Sündenbock","Der Sündenbock","1940","Drama"
"tt0033140","nm0003373","Texas Rangers Ride Again","Texas Rangers Ride Again","1940","Western"
"tt0033210","\N","Unusual Occupations","Unusual Occupations","1940","Documentary,Short"
"tt0033246","nm0118807","We Who Are Young","We Who Are Young","1940","Drama,Romance"
"tt0033270","nm0568915","Wolf of New York","Wolf of New York","1940",NULL
"tt0033321","nm0103855","Alessandro sei grande!","Alessandro sei grande!","1940","Comedy"
"tt0123061","nm0159914","C - Et hjørne af Danmark","C - Et hjørne af Danmark","1938",NULL
"tt0125696","nm0945428","Chushingura (Go)","Chushingura (Go)","1939","Drama"
"tt0129216","\N","Magazine","Magazine","1939","Documentary"
"tt0130820","nm0314973","A leányvári boszorkány","A leányvári boszorkány","1938","Comedy"
"tt0131438","nm0901874","In geheimer Mission","In geheimer Mission","1938",NULL
"tt0132621","nm0418131","Wer küßt Madeleine?","Wer küßt Madeleine?","1939","Comedy"
"tt0134766","nm0533073","The Knight Is Young","The Knight Is Young","1938","Musical,Romance,Short"
"tt0135163","nm0584778","Birthright","Birthright","1939","Drama"
"tt0135238","\N","Comes Midnight","Comes Midnight","1940","Comedy,Horror"
"tt0139719","nm0876343","Vihtori ja Klaara","Vihtori ja Klaara","1939","Comedy"
"tt0142412","nm0076368","I Was an Adventuress","J'étais une aventurière","1938","Comedy,Drama"
"tt0148411","\N","The Little Lost Sheep","The Little Lost Sheep","1939","Animation,Short"
"tt0148494","nm0332441","Mountain Ears","Mountain Ears","1939","Animation,Short"
"tt0150847","nm0711197","Harvest Time","Harvest Time","1940","Animation,Short"
"tt0151300","nm0711197","The Last Indian","The Last Indian","1938","Animation,Short"
"tt0151834","nm0711197","One Mouse in a Million","One Mouse in a Million","1939","Animation,Short"
"tt0152012","nm0471837","Pod jednou strechou","Pod jednou strechou","1938",NULL
"tt0152270","nm0522772","Sailor Mouse","Sailor Mouse","1938","Animation,Short"
"tt0152575","nm0421165","Spring Offensive","Spring Offensive","1940","Documentary,Short"
"tt0153035","nm0205074,nm0711197","The Three Bears","The Three Bears","1939","Animation,Short"
"tt0154504","nm2055188","Flying Ranee","Flying Ranee","1939",NULL
"tt0159692","\N","The Rasslin' Match of the Century","The Rasslin' Match of the Century","1940","Short,Sport"
"tt0160073","nm0786607","Breakers Ahead","Breakers Ahead","1938","Drama,Short"
"tt0160514","nm0072872","Marigold","Marigold","1938","Drama"
"tt0160943","nm0002061","Sword of Honour","Sword of Honour","1939","Drama"
"tt0163750","nm0004454","Miquette","Miquette","1940","Comedy"
"tt0169253","nm0292134","Songs and Saddles","Songs and Saddles","1938","Action,Adventure,Music"
"tt0173034","nm0241565","Poveste trista","Poveste trista","1939","Drama,Romance"
"tt0174724","nm0147495","Hawaiian Rhythm","Hawaiian Rhythm","1940","Musical,Short"
"tt0175613","nm0904706","Filosofská historie","Filosofská historie","1938","Drama,Romance"
"tt0175993","nm0532591","Oshibka inzhenera Kochina","Oshibka inzhenera Kochina","1939","Thriller"
"tt0176049","nm0812150","Prisioneros de la tierra","Prisioneros de la tierra","1939","Drama"
"tt0177601","nm0023813","Caminito de Gloria","Caminito de Gloria","1939",NULL
"tt0178263","nm0098621","Bartolo tenía una flauta","Bartolo tenía una flauta","1939",NULL
"tt0178314","nm0063246","Los celos de Cándida","Los celos de Cándida","1940","Comedy"
"tt0179067","nm0259929","Akasya palas","Akasya palas","1940","Comedy"
"tt0185265","nm0073209","From the Hills to the Valley","De la sierra al valle","1938","Drama"
"tt0185709","nm0757615","Su último adiós","Su último adiós","1938",NULL
"tt0186403","nm0408033","Numazu heigakkô","Numazu heigakkô","1939",NULL
"tt0189497","nm0388913","Electrical Power","Electrical Power","1938","Documentary,Short"
"tt0191129","nm0139151","Les femmes collantes","Les femmes collantes","1938","Comedy"
"tt0191307","nm0220534","Nativa","Nativa","1939",NULL
"tt0191321","nm0078016","Les nouveaux riches","Les nouveaux riches","1938","Comedy"
"tt0191820","nm0581942","La belle revanche","La belle revanche","1939",NULL
"tt0194576","nm0950680","Yun chang xian zi","Yun chang xian zi","1939",NULL
"tt0203239","nm0391617,nm0805623","Zborov","Zborov","1938",NULL
"tt0205061","nm0508496","Feng qiu feng","Feng qiu feng","1938",NULL
"tt0205093","nm0890953","Love Commands","Giacomo","1939","Drama"
"tt0206364","nm0167496","Le triage","Le triage","1940","Documentary,Short"
"tt0208305","nm0470463","Moi rodzice rozwodza sie","Moi rodzice rozwodza sie","1938","Drama"
"tt0209002","nm0500837","Granica","Granica","1938","Drama,Romance"
"tt0211726","nm0508155","An Old Love","Un viejo amor","1938","Drama"
"tt0213809","\N","Ein Lied verklingt","Ein Lied verklingt","1939","Short"
"tt0220458","nm0872112","Der Feuerteufel","Der Feuerteufel","1940","Action,War"
"tt0247507","nm0621261","Markandeya","Markandeya","1938","Drama,Musical"
"tt0247693","nm0836701","Seitensprünge","Seitensprünge","1940",NULL
"tt0247768","nm0621265","Tenali Raman","Tenali Raman","1938",NULL
"tt0249416","nm0946391","A Buckaroo Broadcast","A Buckaroo Broadcast","1938","Musical,Short,Western"
"tt0253531","nm0671708","Raja Gopichand","Raja Gopichand","1938",NULL
"tt0259200","nm0527688","Aruanã","Aruanã","1938","Documentary"
"tt0267083","nm0714690","Vande Mataram","Vande Mataram","1939","Drama"
"tt0273409","nm0059400","Justice","Adhikar","1938",NULL
"tt0280738","nm0019328","Highlands People","Highlands People","1938","Documentary"
"tt0283010","nm0062759","Stepping Toes","Stepping Toes","1938","Musical"
"tt0288604","nm0447217","Liberté","Liberté","1938",NULL
"tt0292609","nm0376221","Night Intruder","Night Intruder","1938","Crime,Drama,Short"
"tt0294343","nm0730905","Beaux and Errors","Beaux and Errors","1938","Comedy,Short"
"tt0304791","nm1097758","Tas parçasi","Tas parçasi","1939","Drama"
"tt0342435","nm0329574","Fool Coverage","Fool Coverage","1938","Comedy,Short"
"tt0344181","nm0745890","Frankie Masters and His Orchestra","Frankie Masters and His Orchestra","1940","Music,Romance,Short"
"tt0373902","nm0038168,nm0905561","Hind Ka Lal","Hind Ka Lal","1940","Action"
"tt0396481","nm1291173","Bamanabatar","Bamanabatar","1939","Drama"
"tt0396933","\N","Water Ballet: Sydney","Water Ballet: Sydney","1940","Short"
"tt0398668","nm0006371","Ali Baba","Ali Baba","1940",NULL
"tt0412975","\N","Marshal Your Facts! 2","Marshal Your Facts! 2","1938","Short"
"tt0416102","nm0745890","The Star Reporter","The Star Reporter","1938","Music,Short"
"tt0417261","\N","Whistling in the Dark","Whistling in the Dark","1938","Comedy,Thriller"
"tt0417516","\N","Campbell of Kilmhor","Campbell of Kilmhor","1939","Drama"
"tt0417880","\N","Ladies in Waiting","Ladies in Waiting","1939",NULL
"tt0418834","\N","The Little Father of the Wilderness","The Little Father of the Wilderness","1939","Drama"
"tt0419631","\N","The Charcoal-Burner's Son","The Charcoal-Burner's Son","1939","Family"
"tt0419867","\N","Kaikoku Taro Shin nihon tou banzai","Kaikoku Taro Shin nihon tou banzai","1938","Animation,Short"
"tt0421978","nm2950966,nm1699775","Chiheisen","Chiheisen","1939","Drama"
"tt0446331","nm0901874","Familie auf Bestellung","Familie auf Bestellung","1939","Short"
"tt0450409","nm0141351","Dangerous Comment","Dangerous Comment","1940","Drama,Short,War"
"tt0450842","nm0901874","Das Schwert des Damokles","Das Schwert des Damokles","1939","Short"
"tt0462358","nm0752193","Im Dienste der Menschheit","Im Dienste der Menschheit","1938","Documentary,Short"
"tt0490303","nm2116314","Safari","Safari","1939",NULL
"tt0497129","nm2160961","Nikudan chin-yûshi","Nikudan chin-yûshi","1940","Comedy,Short"
"tt0759756","nm1626516","Das Wort aus Stein","Das Wort aus Stein","1939","Documentary,Short"
"tt0764819","nm2823801","Magbalik ka, hirang","Magbalik ka, hirang","1940","Drama,Musical"
"tt0786949","nm0261579","Buenavista","Buenavista","1940",NULL
"tt0807057","\N","Der Trichter. (Nr. II)","Der Trichter. (Nr. II)","1939","Short"
"tt0820895","nm0914923","Hi-Ho Hollywood","Hi-Ho Hollywood","1938","Comedy,Musical,Short"
"tt0876573","nm0408348","Zoku mazô - Ibara Ukon","Zoku mazô - Ibara Ukon","1939",NULL
"tt0887916","nm0735305","Unknown Opponent","Ismeretlen ellenfél","1940",NULL
"tt0896860","nm0817069","Sky Fishing","Sky Fishing","1938","Short"
"tt0900954","nm2744806","Nagkaisang Landas","Nagkaisang Landas","1939","Drama"
"tt0950637","nm0793646","A Woman's Manners: Part One - Young Girl's Diary","Onna no fûzoku - Dai ichi-wa: Ojôsan no nikki","1939",NULL
"tt1002617","nm2611694,nm0279179","Kalifens hemmelighet","Kalifens hemmelighet","1938","Animation,Short"
"tt0026415","nm0303120","The Life of Giuseppe Verdi","Giuseppe Verdi","1938","Drama"
"tt0028620","nm0872112","The Mountain Calls","Der Berg ruft!","1938","Drama"
"tt0028848","nm0701698","A falu rossza","A falu rossza","1938","Drama"
"tt0029862","nm0763798","Always in Trouble","Always in Trouble","1938","Comedy"
"tt0029911","nm0652302","Bhabi","Bhabi","1938",NULL
"tt0030031","nm0861703","The Crowd Roars","The Crowd Roars","1938","Action,Drama"
"tt0030075","nm0624756","Double or Quits","Double or Quits","1938","Crime"
"tt0030100","nm0002165","The Curtain Rises","Entrée des artistes","1938","Crime,Drama"
"tt0030211","nm0552609","The Jumping Jack","Der Hampelmann","1938",NULL
"tt0030263","nm0808458","I've Got a Horse","I've Got a Horse","1938","Comedy"
"tt0030282","nm0314705","It's in the Blood","It's in the Blood","1938","Comedy"
"tt0030322","nm0282984","King of Alcatraz","King of Alcatraz","1938","Drama"
"tt0030326","nm0826452","Kleiner Mann - ganz groß!","Kleiner Mann - ganz groß!","1938",NULL
"tt0030371","nm0191899","Little Miss Broadway","Little Miss Broadway","1938","Drama,Musical"
"tt0030372","nm0117275","Little Miss Molly","My Irish Molly","1938","Musical"
"tt0030380","nm0363414","Little Ol' Bosko in Bagdad","Little Ol' Bosko in Bagdad","1938","Animation,Comedy,Musical"
"tt0030449","nm0523893","Midnight Intruder","Midnight Intruder","1938","Adventure,Comedy,Crime"
"tt0030499","nm0635408,nm0505295","The New Audioscopiks","The New Audioscopiks","1938","Short"
"tt0030570","nm0419282","Penny's Picnic","Penny's Picnic","1938","Short"
"tt0030652","nm0467396","The Rage of Paris","The Rage of Paris","1938","Comedy"
"tt0030690","nm0505354","Rolling Caravans","Rolling Caravans","1938","Western"
"tt0030731","nm0247484","Sergeant Murphy","Sergeant Murphy","1938","Action,Adventure,Comedy"
"tt0030791","nm0379092","Starlight Over Texas","Starlight Over Texas","1938","Action,Adventure,Music"
"tt0030878","nm0003422","Tom Sawyer, Detective","Tom Sawyer, Detective","1938","Mystery"
"tt0030994","nm0281487","You Leave Me Breathless","You Leave Me Breathless","1938","Animation,Music,Short"
"tt0031021","nm0002542","The Adventures of Jane Arden","The Adventures of Jane Arden","1939","Crime,Drama,Romance"
"tt0031043","nm0886754","Andy Hardy Gets Spring Fever","Andy Hardy Gets Spring Fever","1939","Comedy,Romance"
"tt0031075","nm0626885","Ball at the Castle","Ballo al castello","1939","Drama,Romance"
"tt0031081","nm0726729","Il barone di Corbò","Il barone di Corbò","1939",NULL
"tt0031117","nm0938439","Boy Slaves","Boy Slaves","1939","Drama"
"tt0031188","nm0809467","The Cowboy Quarterback","The Cowboy Quarterback","1939","Comedy,Romance,Sport"
"tt0031200","nm0078313,nm0537881","D III 38","D III 38","1939","Action,Drama,War"
